Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_003704035.1	Primary Assembly	Un			RCWR01155614.1	Chromosome		NW_024598189.1	unplaced-scaffold	1089			scaffold08753
GCF_003704035.1	Primary Assembly	Un			RCWR01155615.1	Chromosome		NW_024598190.1	unplaced-scaffold	1088			scaffold08754
GCF_003704035.1	Primary Assembly	Un			RCWR01155616.1	Chromosome		NW_024598191.1	unplaced-scaffold	1089			scaffold08755
GCF_003704035.1	Primary Assembly	Un			RCWR01155617.1	Chromosome		NW_024598192.1	unplaced-scaffold	1089			scaffold08756
GCF_003704035.1	Primary Assembly	Un			RCWR01155618.1	Chromosome		NW_024598193.1	unplaced-scaffold	1088			scaffold08757
GCF_003704035.1	Primary Assembly	Un			RCWR01155619.1	Chromosome		NW_024598194.1	unplaced-scaffold	1041			scaffold08758
GCF_003704035.1	Primary Assembly	Un			RCWR01155620.1	Chromosome		NW_024598195.1	unplaced-scaffold	1027			scaffold08759
GCF_003704035.1	Primary Assembly	Un			RCWR01155621.1	Chromosome		NW_024598196.1	unplaced-scaffold	1087			scaffold08760
GCF_003704035.1	Primary Assembly	Un			RCWR01155622.1	Chromosome		NW_024598197.1	unplaced-scaffold	1091			scaffold08761
GCF_003704035.1	Primary Assembly	Un			RCWR01155623.1	Chromosome		NW_024598198.1	unplaced-scaffold	1087			scaffold08762
GCF_003704035.1	Primary Assembly	Un			RCWR01155624.1	Chromosome		NW_024598199.1	unplaced-scaffold	1086			scaffold08763
GCF_003704035.1	Primary Assembly	Un			RCWR01155625.1	Chromosome		NW_024598200.1	unplaced-scaffold	1086			scaffold08764
GCF_003704035.1	Primary Assembly	Un			RCWR01155626.1	Chromosome		NW_024598201.1	unplaced-scaffold	1086			scaffold08765
GCF_003704035.1	Primary Assembly	Un			RCWR01155627.1	Chromosome		NW_024598202.1	unplaced-scaffold	1066			scaffold08766
GCF_003704035.1	Primary Assembly	Un			RCWR01155628.1	Chromosome		NW_024598203.1	unplaced-scaffold	1086			scaffold08767
GCF_003704035.1	Primary Assembly	Un			RCWR01155629.1	Chromosome		NW_024598204.1	unplaced-scaffold	1086			scaffold08768
GCF_003704035.1	Primary Assembly	Un			RCWR01155630.1	Chromosome		NW_024598205.1	unplaced-scaffold	1085			scaffold08769
GCF_003704035.1	Primary Assembly	Un			RCWR01155631.1	Chromosome		NW_024598206.1	unplaced-scaffold	1085			scaffold08770
GCF_003704035.1	Primary Assembly	Un			RCWR01155632.1	Chromosome		NW_024598207.1	unplaced-scaffold	1085			scaffold08771
GCF_003704035.1	Primary Assembly	Un			RCWR01155633.1	Chromosome		NW_024598208.1	unplaced-scaffold	1085			scaffold08772
GCF_003704035.1	Primary Assembly	Un			RCWR01155634.1	Chromosome		NW_024598209.1	unplaced-scaffold	1006			scaffold08773
GCF_003704035.1	Primary Assembly	Un			RCWR01155635.1	Chromosome		NW_024598210.1	unplaced-scaffold	1084			scaffold08774
GCF_003704035.1	Primary Assembly	Un			RCWR01155636.1	Chromosome		NW_024598211.1	unplaced-scaffold	1031			scaffold08775
GCF_003704035.1	Primary Assembly	Un			RCWR01155637.1	Chromosome		NW_024598212.1	unplaced-scaffold	1084			scaffold08776
GCF_003704035.1	Primary Assembly	Un			RCWR01155638.1	Chromosome		NW_024598213.1	unplaced-scaffold	1084			scaffold08777
GCF_003704035.1	Primary Assembly	Un			RCWR01155639.1	Chromosome		NW_024598214.1	unplaced-scaffold	1024			scaffold08778
GCF_003704035.1	Primary Assembly	Un			RCWR01155640.1	Chromosome		NW_024598215.1	unplaced-scaffold	1066			scaffold08779
GCF_003704035.1	Primary Assembly	Un			RCWR01155641.1	Chromosome		NW_024598216.1	unplaced-scaffold	1199			scaffold08780
GCF_003704035.1	Primary Assembly	Un			RCWR01155642.1	Chromosome		NW_024598217.1	unplaced-scaffold	1085			scaffold08781
GCF_003704035.1	Primary Assembly	Un			RCWR01155643.1	Chromosome		NW_024598218.1	unplaced-scaffold	1083			scaffold08782
GCF_003704035.1	Primary Assembly	Un			RCWR01155644.1	Chromosome		NW_024598219.1	unplaced-scaffold	1036			scaffold08783
GCF_003704035.1	Primary Assembly	Un			RCWR01155645.1	Chromosome		NW_024598220.1	unplaced-scaffold	1083			scaffold08784
GCF_003704035.1	Primary Assembly	Un			RCWR01155646.1	Chromosome		NW_024598221.1	unplaced-scaffold	1062			scaffold08785
GCF_003704035.1	Primary Assembly	Un			RCWR01155647.1	Chromosome		NW_024598222.1	unplaced-scaffold	1083			scaffold08786
GCF_003704035.1	Primary Assembly	Un			RCWR01155648.1	Chromosome		NW_024598223.1	unplaced-scaffold	1083			scaffold08787
GCF_003704035.1	Primary Assembly	Un			RCWR01155649.1	Chromosome		NW_024598224.1	unplaced-scaffold	1083			scaffold08788
GCF_003704035.1	Primary Assembly	Un			RCWR01155650.1	Chromosome		NW_024598225.1	unplaced-scaffold	1082			scaffold08789
GCF_003704035.1	Primary Assembly	Un			RCWR01155651.1	Chromosome		NW_024598226.1	unplaced-scaffold	1082			scaffold08790
GCF_003704035.1	Primary Assembly	Un			RCWR01155652.1	Chromosome		NW_024598227.1	unplaced-scaffold	1020			scaffold08791
GCF_003704035.1	Primary Assembly	Un			RCWR01155653.1	Chromosome		NW_024598228.1	unplaced-scaffold	1081			scaffold08792
GCF_003704035.1	Primary Assembly	Un			RCWR01155654.1	Chromosome		NW_024598229.1	unplaced-scaffold	1081			scaffold08793
GCF_003704035.1	Primary Assembly	Un			RCWR01155655.1	Chromosome		NW_024598230.1	unplaced-scaffold	1081			scaffold08794
GCF_003704035.1	Primary Assembly	Un			RCWR01155656.1	Chromosome		NW_024598231.1	unplaced-scaffold	1081			scaffold08795
GCF_003704035.1	Primary Assembly	Un			RCWR01155657.1	Chromosome		NW_024598232.1	unplaced-scaffold	1021			scaffold08796
GCF_003704035.1	Primary Assembly	Un			RCWR01155658.1	Chromosome		NW_024598233.1	unplaced-scaffold	1081			scaffold08797
GCF_003704035.1	Primary Assembly	Un			RCWR01155659.1	Chromosome		NW_024598234.1	unplaced-scaffold	1061			scaffold08798
GCF_003704035.1	Primary Assembly	Un			RCWR01155660.1	Chromosome		NW_024598235.1	unplaced-scaffold	1022			scaffold08799
GCF_003704035.1	Primary Assembly	Un			RCWR01155661.1	Chromosome		NW_024598236.1	unplaced-scaffold	1050			scaffold08800
GCF_003704035.1	Primary Assembly	Un			RCWR01155662.1	Chromosome		NW_024598237.1	unplaced-scaffold	1001			scaffold08801
GCF_003704035.1	Primary Assembly	Un			RCWR01155663.1	Chromosome		NW_024598238.1	unplaced-scaffold	1080			scaffold08802
GCF_003704035.1	Primary Assembly	Un			RCWR01155664.1	Chromosome		NW_024598239.1	unplaced-scaffold	1080			scaffold08803
GCF_003704035.1	Primary Assembly	Un			RCWR01155665.1	Chromosome		NW_024598240.1	unplaced-scaffold	1018			scaffold08804
GCF_003704035.1	Primary Assembly	Un			RCWR01155666.1	Chromosome		NW_024598241.1	unplaced-scaffold	1033			scaffold08805
GCF_003704035.1	Primary Assembly	Un			RCWR01155667.1	Chromosome		NW_024598242.1	unplaced-scaffold	1078			scaffold08806
GCF_003704035.1	Primary Assembly	Un			RCWR01155668.1	Chromosome		NW_024598243.1	unplaced-scaffold	1027			scaffold08807
GCF_003704035.1	Primary Assembly	Un			RCWR01155669.1	Chromosome		NW_024598244.1	unplaced-scaffold	1078			scaffold08808
GCF_003704035.1	Primary Assembly	Un			RCWR01155670.1	Chromosome		NW_024598245.1	unplaced-scaffold	1077			scaffold08809
GCF_003704035.1	Primary Assembly	Un			RCWR01155671.1	Chromosome		NW_024598246.1	unplaced-scaffold	1077			scaffold08810
GCF_003704035.1	Primary Assembly	Un			RCWR01155672.1	Chromosome		NW_024598247.1	unplaced-scaffold	1077			scaffold08811
GCF_003704035.1	Primary Assembly	Un			RCWR01155673.1	Chromosome		NW_024598248.1	unplaced-scaffold	1077			scaffold08812
GCF_003704035.1	Primary Assembly	Un			RCWR01155674.1	Chromosome		NW_024598249.1	unplaced-scaffold	1077			scaffold08813
GCF_003704035.1	Primary Assembly	Un			RCWR01155675.1	Chromosome		NW_024598250.1	unplaced-scaffold	1016			scaffold08814
GCF_003704035.1	Primary Assembly	Un			RCWR01155676.1	Chromosome		NW_024598251.1	unplaced-scaffold	1076			scaffold08815
GCF_003704035.1	Primary Assembly	Un			RCWR01155677.1	Chromosome		NW_024598252.1	unplaced-scaffold	1074			scaffold08816
GCF_003704035.1	Primary Assembly	Un			RCWR01155678.1	Chromosome		NW_024598253.1	unplaced-scaffold	1028			scaffold08817
GCF_003704035.1	Primary Assembly	Un			RCWR01155679.1	Chromosome		NW_024598254.1	unplaced-scaffold	1075			scaffold08818
GCF_003704035.1	Primary Assembly	Un			RCWR01155680.1	Chromosome		NW_024598255.1	unplaced-scaffold	1075			scaffold08819
GCF_003704035.1	Primary Assembly	Un			RCWR01155681.1	Chromosome		NW_024598256.1	unplaced-scaffold	1014			scaffold08820
GCF_003704035.1	Primary Assembly	Un			RCWR01155682.1	Chromosome		NW_024598257.1	unplaced-scaffold	1075			scaffold08821
GCF_003704035.1	Primary Assembly	Un			RCWR01155683.1	Chromosome		NW_024598258.1	unplaced-scaffold	1075			scaffold08822
GCF_003704035.1	Primary Assembly	Un			RCWR01155684.1	Chromosome		NW_024598259.1	unplaced-scaffold	1074			scaffold08823
GCF_003704035.1	Primary Assembly	Un			RCWR01155685.1	Chromosome		NW_024598260.1	unplaced-scaffold	1075			scaffold08824
GCF_003704035.1	Primary Assembly	Un			RCWR01155686.1	Chromosome		NW_024598261.1	unplaced-scaffold	1074			scaffold08825
GCF_003704035.1	Primary Assembly	Un			RCWR01155687.1	Chromosome		NW_024598262.1	unplaced-scaffold	1023			scaffold08826
GCF_003704035.1	Primary Assembly	Un			RCWR01155688.1	Chromosome		NW_024598263.1	unplaced-scaffold	1062			scaffold08827
GCF_003704035.1	Primary Assembly	Un			RCWR01155689.1	Chromosome		NW_024598264.1	unplaced-scaffold	1005			scaffold08828
GCF_003704035.1	Primary Assembly	Un			RCWR01155690.1	Chromosome		NW_024598265.1	unplaced-scaffold	1034			scaffold08829
GCF_003704035.1	Primary Assembly	Un			RCWR01155691.1	Chromosome		NW_024598266.1	unplaced-scaffold	1073			scaffold08830
GCF_003704035.1	Primary Assembly	Un			RCWR01155692.1	Chromosome		NW_024598267.1	unplaced-scaffold	1073			scaffold08831
GCF_003704035.1	Primary Assembly	Un			RCWR01155693.1	Chromosome		NW_024598268.1	unplaced-scaffold	1072			scaffold08832
GCF_003704035.1	Primary Assembly	Un			RCWR01155694.1	Chromosome		NW_024598269.1	unplaced-scaffold	1028			scaffold08833
GCF_003704035.1	Primary Assembly	Un			RCWR01155695.1	Chromosome		NW_024598270.1	unplaced-scaffold	1016			scaffold08834
GCF_003704035.1	Primary Assembly	Un			RCWR01155696.1	Chromosome		NW_024598271.1	unplaced-scaffold	1038			scaffold08835
GCF_003704035.1	Primary Assembly	Un			RCWR01155697.1	Chromosome		NW_024598272.1	unplaced-scaffold	1016			scaffold08836
GCF_003704035.1	Primary Assembly	Un			RCWR01155698.1	Chromosome		NW_024598273.1	unplaced-scaffold	1030			scaffold08837
GCF_003704035.1	Primary Assembly	Un			RCWR01155699.1	Chromosome		NW_024598274.1	unplaced-scaffold	1071			scaffold08838
GCF_003704035.1	Primary Assembly	Un			RCWR01155700.1	Chromosome		NW_024598275.1	unplaced-scaffold	1071			scaffold08839
GCF_003704035.1	Primary Assembly	Un			RCWR01155701.1	Chromosome		NW_024598276.1	unplaced-scaffold	1071			scaffold08840
GCF_003704035.1	Primary Assembly	Un			RCWR01155702.1	Chromosome		NW_024598277.1	unplaced-scaffold	1070			scaffold08841
GCF_003704035.1	Primary Assembly	Un			RCWR01155703.1	Chromosome		NW_024598278.1	unplaced-scaffold	1033			scaffold08842
GCF_003704035.1	Primary Assembly	Un			RCWR01155704.1	Chromosome		NW_024598279.1	unplaced-scaffold	1010			scaffold08843
GCF_003704035.1	Primary Assembly	Un			RCWR01155705.1	Chromosome		NW_024598280.1	unplaced-scaffold	1030			scaffold08844
GCF_003704035.1	Primary Assembly	Un			RCWR01155706.1	Chromosome		NW_024598281.1	unplaced-scaffold	1070			scaffold08845
GCF_003704035.1	Primary Assembly	Un			RCWR01155707.1	Chromosome		NW_024598282.1	unplaced-scaffold	1069			scaffold08846
GCF_003704035.1	Primary Assembly	Un			RCWR01155708.1	Chromosome		NW_024598283.1	unplaced-scaffold	1213			scaffold08847
GCF_003704035.1	Primary Assembly	Un			RCWR01155709.1	Chromosome		NW_024598284.1	unplaced-scaffold	1071			scaffold08848
GCF_003704035.1	Primary Assembly	Un			RCWR01155710.1	Chromosome		NW_024598285.1	unplaced-scaffold	1069			scaffold08849
GCF_003704035.1	Primary Assembly	Un			RCWR01155711.1	Chromosome		NW_024598286.1	unplaced-scaffold	1004			scaffold08850
GCF_003704035.1	Primary Assembly	Un			RCWR01155712.1	Chromosome		NW_024598287.1	unplaced-scaffold	1013			scaffold08851
GCF_003704035.1	Primary Assembly	Un			RCWR01155714.1	Chromosome		NW_024598288.1	unplaced-scaffold	1007			scaffold08853
GCF_003704035.1	Primary Assembly	Un			RCWR01155715.1	Chromosome		NW_024598289.1	unplaced-scaffold	1068			scaffold08854
GCF_003704035.1	Primary Assembly	Un			RCWR01155716.1	Chromosome		NW_024598290.1	unplaced-scaffold	1027			scaffold08855
GCF_003704035.1	Primary Assembly	Un			RCWR01155717.1	Chromosome		NW_024598291.1	unplaced-scaffold	1067			scaffold08856
GCF_003704035.1	Primary Assembly	Un			RCWR01155718.1	Chromosome		NW_024598292.1	unplaced-scaffold	1067			scaffold08857
GCF_003704035.1	Primary Assembly	Un			RCWR01155719.1	Chromosome		NW_024598293.1	unplaced-scaffold	1008			scaffold08858
GCF_003704035.1	Primary Assembly	Un			RCWR01155720.1	Chromosome		NW_024598294.1	unplaced-scaffold	1067			scaffold08859
GCF_003704035.1	Primary Assembly	Un			RCWR01155721.1	Chromosome		NW_024598295.1	unplaced-scaffold	1067			scaffold08860
GCF_003704035.1	Primary Assembly	Un			RCWR01155722.1	Chromosome		NW_024598296.1	unplaced-scaffold	1067			scaffold08861
GCF_003704035.1	Primary Assembly	Un			RCWR01155723.1	Chromosome		NW_024598297.1	unplaced-scaffold	1066			scaffold08862
GCF_003704035.1	Primary Assembly	Un			RCWR01155724.1	Chromosome		NW_024598298.1	unplaced-scaffold	1027			scaffold08863
GCF_003704035.1	Primary Assembly	Un			RCWR01155725.1	Chromosome		NW_024598299.1	unplaced-scaffold	1066			scaffold08864
GCF_003704035.1	Primary Assembly	Un			RCWR01155726.1	Chromosome		NW_024598300.1	unplaced-scaffold	1066			scaffold08865
GCF_003704035.1	Primary Assembly	Un			RCWR01155727.1	Chromosome		NW_024598301.1	unplaced-scaffold	1003			scaffold08866
GCF_003704035.1	Primary Assembly	Un			RCWR01155728.1	Chromosome		NW_024598302.1	unplaced-scaffold	1065			scaffold08867
GCF_003704035.1	Primary Assembly	Un			RCWR01155729.1	Chromosome		NW_024598303.1	unplaced-scaffold	1055			scaffold08868
GCF_003704035.1	Primary Assembly	Un			RCWR01155730.1	Chromosome		NW_024598304.1	unplaced-scaffold	1065			scaffold08869
GCF_003704035.1	Primary Assembly	Un			RCWR01155731.1	Chromosome		NW_024598305.1	unplaced-scaffold	1038			scaffold08870
GCF_003704035.1	Primary Assembly	Un			RCWR01155732.1	Chromosome		NW_024598306.1	unplaced-scaffold	1004			scaffold08871
GCF_003704035.1	Primary Assembly	Un			RCWR01155733.1	Chromosome		NW_024598307.1	unplaced-scaffold	1065			scaffold08872
GCF_003704035.1	Primary Assembly	Un			RCWR01155734.1	Chromosome		NW_024598308.1	unplaced-scaffold	1065			scaffold08873
GCF_003704035.1	Primary Assembly	Un			RCWR01155735.1	Chromosome		NW_024598309.1	unplaced-scaffold	1063			scaffold08874
GCF_003704035.1	Primary Assembly	Un			RCWR01155736.1	Chromosome		NW_024598310.1	unplaced-scaffold	1004			scaffold08875
GCF_003704035.1	Primary Assembly	Un			RCWR01155737.1	Chromosome		NW_024598311.1	unplaced-scaffold	1027			scaffold08876
GCF_003704035.1	Primary Assembly	Un			RCWR01155738.1	Chromosome		NW_024598312.1	unplaced-scaffold	1009			scaffold08877
GCF_003704035.1	Primary Assembly	Un			RCWR01155739.1	Chromosome		NW_024598313.1	unplaced-scaffold	1020			scaffold08878
GCF_003704035.1	Primary Assembly	Un			RCWR01155740.1	Chromosome		NW_024598314.1	unplaced-scaffold	1057			scaffold08879
GCF_003704035.1	Primary Assembly	Un			RCWR01155741.1	Chromosome		NW_024598315.1	unplaced-scaffold	1062			scaffold08880
GCF_003704035.1	Primary Assembly	Un			RCWR01155742.1	Chromosome		NW_024598316.1	unplaced-scaffold	1038			scaffold08881
GCF_003704035.1	Primary Assembly	Un			RCWR01155743.1	Chromosome		NW_024598317.1	unplaced-scaffold	1006			scaffold08882
GCF_003704035.1	Primary Assembly	Un			RCWR01155744.1	Chromosome		NW_024598318.1	unplaced-scaffold	1061			scaffold08883
GCF_003704035.1	Primary Assembly	Un			RCWR01155745.1	Chromosome		NW_024598319.1	unplaced-scaffold	1061			scaffold08884
GCF_003704035.1	Primary Assembly	Un			RCWR01155746.1	Chromosome		NW_024598320.1	unplaced-scaffold	1054			scaffold08885
GCF_003704035.1	Primary Assembly	Un			RCWR01155747.1	Chromosome		NW_024598321.1	unplaced-scaffold	1061			scaffold08886
GCF_003704035.1	Primary Assembly	Un			RCWR01155748.1	Chromosome		NW_024598322.1	unplaced-scaffold	1032			scaffold08887
GCF_003704035.1	Primary Assembly	Un			RCWR01155749.1	Chromosome		NW_024598323.1	unplaced-scaffold	1039			scaffold08888
GCF_003704035.1	Primary Assembly	Un			RCWR01155750.1	Chromosome		NW_024598324.1	unplaced-scaffold	1007			scaffold08889
GCF_003704035.1	Primary Assembly	Un			RCWR01155751.1	Chromosome		NW_024598325.1	unplaced-scaffold	1181			scaffold08890
GCF_003704035.1	Primary Assembly	Un			RCWR01155752.1	Chromosome		NW_024598326.1	unplaced-scaffold	1059			scaffold08891
GCF_003704035.1	Primary Assembly	Un			RCWR01155753.1	Chromosome		NW_024598327.1	unplaced-scaffold	1059			scaffold08892
GCF_003704035.1	Primary Assembly	Un			RCWR01155754.1	Chromosome		NW_024598328.1	unplaced-scaffold	1059			scaffold08893
GCF_003704035.1	Primary Assembly	Un			RCWR01155755.1	Chromosome		NW_024598329.1	unplaced-scaffold	1058			scaffold08894
GCF_003704035.1	Primary Assembly	Un			RCWR01155756.1	Chromosome		NW_024598330.1	unplaced-scaffold	1040			scaffold08895
GCF_003704035.1	Primary Assembly	Un			RCWR01155757.1	Chromosome		NW_024598331.1	unplaced-scaffold	1058			scaffold08896
GCF_003704035.1	Primary Assembly	Un			RCWR01155758.1	Chromosome		NW_024598332.1	unplaced-scaffold	1058			scaffold08897
GCF_003704035.1	Primary Assembly	Un			RCWR01155759.1	Chromosome		NW_024598333.1	unplaced-scaffold	1058			scaffold08898
GCF_003704035.1	Primary Assembly	Un			RCWR01155760.1	Chromosome		NW_024598334.1	unplaced-scaffold	1007			scaffold08899
GCF_003704035.1	Primary Assembly	Un			RCWR01155761.1	Chromosome		NW_024598335.1	unplaced-scaffold	1057			scaffold08900
GCF_003704035.1	Primary Assembly	Un			RCWR01155762.1	Chromosome		NW_024598336.1	unplaced-scaffold	1056			scaffold08901
GCF_003704035.1	Primary Assembly	Un			RCWR01155763.1	Chromosome		NW_024598337.1	unplaced-scaffold	1056			scaffold08902
GCF_003704035.1	Primary Assembly	Un			RCWR01155764.1	Chromosome		NW_024598338.1	unplaced-scaffold	1056			scaffold08903
GCF_003704035.1	Primary Assembly	Un			RCWR01155765.1	Chromosome		NW_024598339.1	unplaced-scaffold	1056			scaffold08904
GCF_003704035.1	Primary Assembly	Un			RCWR01155766.1	Chromosome		NW_024598340.1	unplaced-scaffold	1056			scaffold08905
GCF_003704035.1	Primary Assembly	Un			RCWR01155767.1	Chromosome		NW_024598341.1	unplaced-scaffold	1055			scaffold08906
GCF_003704035.1	Primary Assembly	Un			RCWR01155768.1	Chromosome		NW_024598342.1	unplaced-scaffold	1039			scaffold08907
GCF_003704035.1	Primary Assembly	Un			RCWR01155769.1	Chromosome		NW_024598343.1	unplaced-scaffold	1022			scaffold08908
GCF_003704035.1	Primary Assembly	Un			RCWR01155770.1	Chromosome		NW_024598344.1	unplaced-scaffold	1055			scaffold08909
GCF_003704035.1	Primary Assembly	Un			RCWR01155771.1	Chromosome		NW_024598345.1	unplaced-scaffold	1055			scaffold08910
GCF_003704035.1	Primary Assembly	Un			RCWR01155772.1	Chromosome		NW_024598346.1	unplaced-scaffold	1055			scaffold08911
GCF_003704035.1	Primary Assembly	Un			RCWR01155773.1	Chromosome		NW_024598347.1	unplaced-scaffold	1014			scaffold08912
GCF_003704035.1	Primary Assembly	Un			RCWR01155774.1	Chromosome		NW_024598348.1	unplaced-scaffold	1054			scaffold08913
GCF_003704035.1	Primary Assembly	Un			RCWR01155775.1	Chromosome		NW_024598349.1	unplaced-scaffold	1054			scaffold08914
GCF_003704035.1	Primary Assembly	Un			RCWR01155776.1	Chromosome		NW_024598350.1	unplaced-scaffold	1053			scaffold08915
GCF_003704035.1	Primary Assembly	Un			RCWR01155777.1	Chromosome		NW_024598351.1	unplaced-scaffold	1047			scaffold08916
GCF_003704035.1	Primary Assembly	Un			RCWR01155778.1	Chromosome		NW_024598352.1	unplaced-scaffold	1025			scaffold08917
GCF_003704035.1	Primary Assembly	Un			RCWR01155779.1	Chromosome		NW_024598353.1	unplaced-scaffold	1052			scaffold08918
GCF_003704035.1	Primary Assembly	Un			RCWR01155780.1	Chromosome		NW_024598354.1	unplaced-scaffold	1051			scaffold08919
GCF_003704035.1	Primary Assembly	Un			RCWR01155781.1	Chromosome		NW_024598355.1	unplaced-scaffold	1051			scaffold08920
GCF_003704035.1	Primary Assembly	Un			RCWR01155782.1	Chromosome		NW_024598356.1	unplaced-scaffold	1050			scaffold08921
GCF_003704035.1	Primary Assembly	Un			RCWR01155783.1	Chromosome		NW_024598357.1	unplaced-scaffold	1034			scaffold08922
